source,famille,statistique,taille,s0_extrapole,loi_c,loi_p,loi_r2,rapport_effet_300_sur_1052,courbe_stable_en_N,tau_etoile_holm3,statut
E2 regression contexte tirage,imputation par tirage,B,2000,0.0013155514580735727,0.007546344196302337,0.2298157758772803,0.8915898958858782,1.0478654279428021,True,0.3054,"[PROBABLE], extrapolation"
E2 regression contexte tirage,imputation par tirage,B,3000,0.0011985034566844364,0.007546344196302337,0.2298157758772803,0.8915898958858782,1.0478654279428021,True,0.2783,"[PROBABLE], extrapolation"
E2 regression contexte tirage,imputation par tirage,B,5000,0.001065749035855595,0.007546344196302337,0.2298157758772803,0.8915898958858782,1.0478654279428021,True,0.24760000000000001,"[PROBABLE], extrapolation"
E2 regression contexte tirage,imputation par tirage,C,1500,0.0007799182828793153,0.025773310870958622,0.47829894893321917,0.9978809316369974,0.2595455321756281,False,,exige une seconde population
E2 regression contexte tirage,imputation par tirage,C,2000,0.0006796589415302289,0.025773310870958622,0.47829894893321917,0.9978809316369974,0.2595455321756281,False,,exige une seconde population
E2 regression contexte tirage,imputation par tirage,C,3000,0.0005598436681501958,0.025773310870958622,0.47829894893321917,0.9978809316369974,0.2595455321756281,False,,exige une seconde population
E2 regression contexte tirage,imputation par tirage,C,5000,0.0004384870249727974,0.025773310870958622,0.47829894893321917,0.9978809316369974,0.2595455321756281,False,,exige une seconde population
IM m=10 mode des m,imputation par esperance,A,1500,0.004082918229295571,0.010659188083807135,0.13121582767579862,0.984644865356268,0.7715609237128237,False,,exige une seconde population
IM m=10 mode des m,imputation par esperance,A,2000,0.003931667136845327,0.010659188083807135,0.13121582767579862,0.984644865356268,0.7715609237128237,False,,exige une seconde population
IM m=10 mode des m,imputation par esperance,A,3000,0.003727956036707264,0.010659188083807135,0.13121582767579862,0.984644865356268,0.7715609237128237,False,,exige une seconde population
IM m=10 mode des m,imputation par esperance,A,5000,0.00348626756044253,0.010659188083807135,0.13121582767579862,0.984644865356268,0.7715609237128237,False,,exige une seconde population
IM m=10 mode des m,imputation par esperance,B,1500,0.0014054672589732717,0.007546344196302337,0.2298157758772803,0.8915898958858782,0.5977013221259307,False,,exige une seconde population
IM m=10 mode des m,imputation par esperance,B,2000,0.0013155514580735727,0.007546344196302337,0.2298157758772803,0.8915898958858782,0.5977013221259307,False,,exige une seconde population
IM m=10 mode des m,imputation par esperance,B,3000,0.0011985034566844364,0.007546344196302337,0.2298157758772803,0.8915898958858782,0.5977013221259307,False,,exige une seconde population
IM m=10 mode des m,imputation par esperance,B,5000,0.001065749035855595,0.007546344196302337,0.2298157758772803,0.8915898958858782,0.5977013221259307,False,,exige une seconde population
IM m=10 mode des m,imputation par esperance,C,1500,0.0007799182828793153,0.025773310870958622,0.47829894893321917,0.9978809316369974,0.9301831088298502,True,0.11420000000000001,"[PROBABLE], extrapolation"
IM m=10 mode des m,imputation par esperance,C,2000,0.0006796589415302289,0.025773310870958622,0.47829894893321917,0.9978809316369974,0.9301831088298502,True,0.0998,"[PROBABLE], extrapolation"
IM m=10 mode des m,imputation par esperance,C,3000,0.0005598436681501958,0.025773310870958622,0.47829894893321917,0.9978809316369974,0.9301831088298502,True,0.08245000000000001,"[PROBABLE], extrapolation"
IM m=10 mode des m,imputation par esperance,C,5000,0.0004384870249727974,0.025773310870958622,0.47829894893321917,0.9978809316369974,0.9301831088298502,True,0.0648,"[PROBABLE], extrapolation"
PMM k=10,imputation par tirage,A,1500,0.004082918229295571,0.010659188083807135,0.13121582767579862,0.984644865356268,0.08601206589387282,False,,exige une seconde population
PMM k=10,imputation par tirage,A,2000,0.003931667136845327,0.010659188083807135,0.13121582767579862,0.984644865356268,0.08601206589387282,False,,exige une seconde population
PMM k=10,imputation par tirage,A,3000,0.003727956036707264,0.010659188083807135,0.13121582767579862,0.984644865356268,0.08601206589387282,False,,exige une seconde population
PMM k=10,imputation par tirage,A,5000,0.00348626756044253,0.010659188083807135,0.13121582767579862,0.984644865356268,0.08601206589387282,False,,exige une seconde population
PMM k=10,imputation par tirage,B,1500,0.0014054672589732717,0.007546344196302337,0.2298157758772803,0.8915898958858782,0.5732620074998627,False,,exige une seconde population
PMM k=10,imputation par tirage,B,2000,0.0013155514580735727,0.007546344196302337,0.2298157758772803,0.8915898958858782,0.5732620074998627,False,,exige une seconde population
PMM k=10,imputation par tirage,B,3000,0.0011985034566844364,0.007546344196302337,0.2298157758772803,0.8915898958858782,0.5732620074998627,False,,exige une seconde population
PMM k=10,imputation par tirage,B,5000,0.001065749035855595,0.007546344196302337,0.2298157758772803,0.8915898958858782,0.5732620074998627,False,,exige une seconde population
PMM k=10,imputation par tirage,C,1500,0.0007799182828793153,0.025773310870958622,0.47829894893321917,0.9978809316369974,0.8981898190219061,True,0.60745,"[PROBABLE], extrapolation"
PMM k=10,imputation par tirage,C,2000,0.0006796589415302289,0.025773310870958622,0.47829894893321917,0.9978809316369974,0.8981898190219061,True,0.5145000000000001,"[PROBABLE], extrapolation"
PMM k=10,imputation par tirage,C,3000,0.0005598436681501958,0.025773310870958622,0.47829894893321917,0.9978809316369974,0.8981898190219061,True,0.41095000000000004,"[PROBABLE], extrapolation"
PMM k=10,imputation par tirage,C,5000,0.0004384870249727974,0.025773310870958622,0.47829894893321917,0.9978809316369974,0.8981898190219061,True,0.3129,"[PROBABLE], extrapolation"
agents composite,modele riche,A,1500,0.004082918229295571,0.010659188083807135,0.13121582767579862,0.984644865356268,0.6467664003334681,False,,exige une seconde population
agents composite,modele riche,A,2000,0.003931667136845327,0.010659188083807135,0.13121582767579862,0.984644865356268,0.6467664003334681,False,,exige une seconde population
agents composite,modele riche,A,3000,0.003727956036707264,0.010659188083807135,0.13121582767579862,0.984644865356268,0.6467664003334681,False,,exige une seconde population
agents composite,modele riche,A,5000,0.00348626756044253,0.010659188083807135,0.13121582767579862,0.984644865356268,0.6467664003334681,False,,exige une seconde population
agents composite,modele riche,B,1500,0.0014054672589732717,0.007546344196302337,0.2298157758772803,0.8915898958858782,0.8638569954423297,True,0.1471,"[PROBABLE], extrapolation"
agents composite,modele riche,B,2000,0.0013155514580735727,0.007546344196302337,0.2298157758772803,0.8915898958858782,0.8638569954423297,True,0.1383,"[PROBABLE], extrapolation"
agents composite,modele riche,B,3000,0.0011985034566844364,0.007546344196302337,0.2298157758772803,0.8915898958858782,0.8638569954423297,True,0.1267,"[PROBABLE], extrapolation"
agents composite,modele riche,B,5000,0.001065749035855595,0.007546344196302337,0.2298157758772803,0.8915898958858782,0.8638569954423297,True,0.11345000000000001,"[PROBABLE], extrapolation"
agents composite,modele riche,C,1500,0.0007799182828793153,0.025773310870958622,0.47829894893321917,0.9978809316369974,0.9242001122383802,True,0.17825000000000002,"[PROBABLE], extrapolation"
agents composite,modele riche,C,2000,0.0006796589415302289,0.025773310870958622,0.47829894893321917,0.9978809316369974,0.9242001122383802,True,0.16135000000000002,"[PROBABLE], extrapolation"
agents composite,modele riche,C,3000,0.0005598436681501958,0.025773310870958622,0.47829894893321917,0.9978809316369974,0.9242001122383802,True,0.13985,"[PROBABLE], extrapolation"
agents composite,modele riche,C,5000,0.0004384870249727974,0.025773310870958622,0.47829894893321917,0.9978809316369974,0.9242001122383802,True,0.11620000000000001,"[PROBABLE], extrapolation"
agents demographiques (v6),modele a demographies,A,1500,0.004082918229295571,0.010659188083807135,0.13121582767579862,0.984644865356268,0.9546251001124476,True,0.0849,"[PROBABLE], extrapolation"
agents demographiques (v6),modele a demographies,A,2000,0.003931667136845327,0.010659188083807135,0.13121582767579862,0.984644865356268,0.9546251001124476,True,0.08175,"[PROBABLE], extrapolation"
agents demographiques (v6),modele a demographies,A,3000,0.003727956036707264,0.010659188083807135,0.13121582767579862,0.984644865356268,0.9546251001124476,True,0.0776,"[PROBABLE], extrapolation"
agents demographiques (v6),modele a demographies,A,5000,0.00348626756044253,0.010659188083807135,0.13121582767579862,0.984644865356268,0.9546251001124476,True,0.0726,"[PROBABLE], extrapolation"
agents demographiques (v6),modele a demographies,B,1500,0.0014054672589732717,0.007546344196302337,0.2298157758772803,0.8915898958858782,0.7923049603917062,False,,exige une seconde population
agents demographiques (v6),modele a demographies,B,2000,0.0013155514580735727,0.007546344196302337,0.2298157758772803,0.8915898958858782,0.7923049603917062,False,,exige une seconde population
agents demographiques (v6),modele a demographies,B,3000,0.0011985034566844364,0.007546344196302337,0.2298157758772803,0.8915898958858782,0.7923049603917062,False,,exige une seconde population
agents demographiques (v6),modele a demographies,B,5000,0.001065749035855595,0.007546344196302337,0.2298157758772803,0.8915898958858782,0.7923049603917062,False,,exige une seconde population
agents demographiques (v6),modele a demographies,C,1500,0.0007799182828793153,0.025773310870958622,0.47829894893321917,0.9978809316369974,0.9066579469313103,True,0.07515000000000001,"[PROBABLE], extrapolation"
agents demographiques (v6),modele a demographies,C,2000,0.0006796589415302289,0.025773310870958622,0.47829894893321917,0.9978809316369974,0.9066579469313103,True,0.06720000000000001,"[PROBABLE], extrapolation"
agents demographiques (v6),modele a demographies,C,3000,0.0005598436681501958,0.025773310870958622,0.47829894893321917,0.9978809316369974,0.9066579469313103,True,0.05725,"[PROBABLE], extrapolation"
agents demographiques (v6),modele a demographies,C,5000,0.0004384870249727974,0.025773310870958622,0.47829894893321917,0.9978809316369974,0.9066579469313103,True,0.0465,"[PROBABLE], extrapolation"
agents v8,modele a etiquette,A,1500,0.004082918229295571,0.010659188083807135,0.13121582767579862,0.984644865356268,0.8394526189482625,True,0.0415,"[PROBABLE], extrapolation"
agents v8,modele a etiquette,A,2000,0.003931667136845327,0.010659188083807135,0.13121582767579862,0.984644865356268,0.8394526189482625,True,0.04,"[PROBABLE], extrapolation"
agents v8,modele a etiquette,A,3000,0.003727956036707264,0.010659188083807135,0.13121582767579862,0.984644865356268,0.8394526189482625,True,0.0379,"[PROBABLE], extrapolation"
agents v8,modele a etiquette,A,5000,0.00348626756044253,0.010659188083807135,0.13121582767579862,0.984644865356268,0.8394526189482625,True,0.03545,"[PROBABLE], extrapolation"
agents v8,modele a etiquette,B,1500,0.0014054672589732717,0.007546344196302337,0.2298157758772803,0.8915898958858782,0.8795612780022247,True,0.0504,"[PROBABLE], extrapolation"
agents v8,modele a etiquette,B,2000,0.0013155514580735727,0.007546344196302337,0.2298157758772803,0.8915898958858782,0.8795612780022247,True,0.0472,"[PROBABLE], extrapolation"
agents v8,modele a etiquette,B,3000,0.0011985034566844364,0.007546344196302337,0.2298157758772803,0.8915898958858782,0.8795612780022247,True,0.043000000000000003,"[PROBABLE], extrapolation"
agents v8,modele a etiquette,B,5000,0.001065749035855595,0.007546344196302337,0.2298157758772803,0.8915898958858782,0.8795612780022247,True,0.0383,"[PROBABLE], extrapolation"
agents v8,modele a etiquette,C,1500,0.0007799182828793153,0.025773310870958622,0.47829894893321917,0.9978809316369974,0.884244929092169,True,0.01855,"[PROBABLE], extrapolation"
agents v8,modele a etiquette,C,2000,0.0006796589415302289,0.025773310870958622,0.47829894893321917,0.9978809316369974,0.884244929092169,True,0.0162,"[PROBABLE], extrapolation"
agents v8,modele a etiquette,C,3000,0.0005598436681501958,0.025773310870958622,0.47829894893321917,0.9978809316369974,0.884244929092169,True,0.0134,"[PROBABLE], extrapolation"
agents v8,modele a etiquette,C,5000,0.0004384870249727974,0.025773310870958622,0.47829894893321917,0.9978809316369974,0.884244929092169,True,0.01055,"[PROBABLE], extrapolation"
humains vague 2,humain,A,1500,0.004082918229295571,0.010659188083807135,0.13121582767579862,0.984644865356268,0.24682380826969522,False,,exige une seconde population
humains vague 2,humain,A,2000,0.003931667136845327,0.010659188083807135,0.13121582767579862,0.984644865356268,0.24682380826969522,False,,exige une seconde population
humains vague 2,humain,A,3000,0.003727956036707264,0.010659188083807135,0.13121582767579862,0.984644865356268,0.24682380826969522,False,,exige une seconde population
humains vague 2,humain,A,5000,0.00348626756044253,0.010659188083807135,0.13121582767579862,0.984644865356268,0.24682380826969522,False,,exige une seconde population
humains vague 2,humain,B,1500,0.0014054672589732717,0.007546344196302337,0.2298157758772803,0.8915898958858782,0.8259114644909112,True,,"[PROBABLE], extrapolation"
humains vague 2,humain,B,2000,0.0013155514580735727,0.007546344196302337,0.2298157758772803,0.8915898958858782,0.8259114644909112,True,,"[PROBABLE], extrapolation"
humains vague 2,humain,B,3000,0.0011985034566844364,0.007546344196302337,0.2298157758772803,0.8915898958858782,0.8259114644909112,True,,"[PROBABLE], extrapolation"
humains vague 2,humain,B,5000,0.001065749035855595,0.007546344196302337,0.2298157758772803,0.8915898958858782,0.8259114644909112,True,,"[PROBABLE], extrapolation"
humains vague 2,humain,C,1500,0.0007799182828793153,0.025773310870958622,0.47829894893321917,0.9978809316369974,13.312594759594724,False,,exige une seconde population
humains vague 2,humain,C,2000,0.0006796589415302289,0.025773310870958622,0.47829894893321917,0.9978809316369974,13.312594759594724,False,,exige une seconde population
humains vague 2,humain,C,3000,0.0005598436681501958,0.025773310870958622,0.47829894893321917,0.9978809316369974,13.312594759594724,False,,exige une seconde population
humains vague 2,humain,C,5000,0.0004384870249727974,0.025773310870958622,0.47829894893321917,0.9978809316369974,13.312594759594724,False,,exige une seconde population
