item_as,groupe,cle_modele,modele,ancrage,identite,camp,modele_population,reel_population_gss,modele_camp,reel_camp_gss,contraste_modele_points,contraste_reel_points,exces_taux_de_base_points,signe_concordant
dem_aa,Atheist/Agnostic,oss20,gpt-oss-20b,parti,adversaire,gauche,18.0,40.49429657794677,0.0,48.185483870967744,-18.0,7.691187293020974,-22.49429657794677,False
dem_aa,Atheist/Agnostic,oss20,gpt-oss-20b,parti,journaliste,gauche,18.0,40.49429657794677,0.0,48.185483870967744,-18.0,7.691187293020974,-22.49429657794677,False
dem_aa,Atheist/Agnostic,q30,Qwen3-30B-A3B-Instruct-2507,ideologie,adversaire,gauche,10.0,40.49429657794677,35.0,53.956834532374096,25.0,13.462537954427326,-30.49429657794677,True
dem_aa,Atheist/Agnostic,q30,Qwen3-30B-A3B-Instruct-2507,ideologie,journaliste,gauche,10.0,40.49429657794677,34.0,53.956834532374096,24.0,13.462537954427326,-30.49429657794677,True
dem_aa,Atheist/Agnostic,q30,Qwen3-30B-A3B-Instruct-2507,parti,adversaire,gauche,10.0,40.49429657794677,15.0,48.185483870967744,5.0,7.691187293020974,-30.49429657794677,True
dem_aa,Atheist/Agnostic,q30,Qwen3-30B-A3B-Instruct-2507,parti,journaliste,gauche,10.0,40.49429657794677,15.0,48.185483870967744,5.0,7.691187293020974,-30.49429657794677,True
dem_aa,Atheist/Agnostic,q4,Qwen3-4B-Instruct-2507,ideologie,adversaire,gauche,15.0,40.49429657794677,15.0,53.956834532374096,0.0,13.462537954427326,-25.49429657794677,False
dem_aa,Atheist/Agnostic,q4,Qwen3-4B-Instruct-2507,ideologie,journaliste,gauche,15.0,40.49429657794677,35.0,53.956834532374096,20.0,13.462537954427326,-25.49429657794677,True
dem_aa,Atheist/Agnostic,q4,Qwen3-4B-Instruct-2507,parti,adversaire,gauche,15.0,40.49429657794677,1.0,48.185483870967744,-14.0,7.691187293020974,-25.49429657794677,False
dem_aa,Atheist/Agnostic,q4,Qwen3-4B-Instruct-2507,parti,journaliste,gauche,15.0,40.49429657794677,12.0,48.185483870967744,-3.0,7.691187293020974,-25.49429657794677,False
dem_lgb,LGB,oss20,gpt-oss-20b,ideologie,adversaire,gauche,25.0,12.413793103448276,0.0,19.2090395480226,-25.0,6.795246444574323,12.586206896551724,False
dem_lgb,LGB,oss20,gpt-oss-20b,ideologie,journaliste,gauche,25.0,12.413793103448276,30.0,19.2090395480226,5.0,6.795246444574323,12.586206896551724,True
dem_lgb,LGB,oss20,gpt-oss-20b,parti,adversaire,gauche,25.0,12.413793103448276,0.0,18.581907090464547,-25.0,6.168113987016271,12.586206896551724,False
dem_lgb,LGB,oss20,gpt-oss-20b,parti,journaliste,gauche,25.0,12.413793103448276,0.0,18.581907090464547,-25.0,6.168113987016271,12.586206896551724,False
dem_lgb,LGB,q30,Qwen3-30B-A3B-Instruct-2507,ideologie,adversaire,gauche,4.0,12.413793103448276,15.0,19.2090395480226,11.0,6.795246444574323,-8.413793103448276,True
dem_lgb,LGB,q30,Qwen3-30B-A3B-Instruct-2507,ideologie,journaliste,gauche,4.0,12.413793103448276,12.0,19.2090395480226,8.0,6.795246444574323,-8.413793103448276,True
dem_lgb,LGB,q30,Qwen3-30B-A3B-Instruct-2507,parti,adversaire,gauche,4.0,12.413793103448276,15.0,18.581907090464547,11.0,6.168113987016271,-8.413793103448276,True
dem_lgb,LGB,q30,Qwen3-30B-A3B-Instruct-2507,parti,journaliste,gauche,4.0,12.413793103448276,15.0,18.581907090464547,11.0,6.168113987016271,-8.413793103448276,True
rep_evang,Evangelical,oss20,gpt-oss-20b,ideologie,adversaire,droite,23.0,28.422053231939167,30.0,44.87951807228915,7.0,16.457464840349985,-5.4220532319391666,True
rep_evang,Evangelical,oss20,gpt-oss-20b,ideologie,journaliste,droite,23.0,28.422053231939167,30.0,44.87951807228915,7.0,16.457464840349985,-5.4220532319391666,True
rep_evang,Evangelical,oss20,gpt-oss-20b,parti,adversaire,droite,23.0,28.422053231939167,30.0,39.78201634877384,7.0,11.35996311683467,-5.4220532319391666,True
rep_evang,Evangelical,oss20,gpt-oss-20b,parti,journaliste,droite,23.0,28.422053231939167,30.0,39.78201634877384,7.0,11.35996311683467,-5.4220532319391666,True
rep_evang,Evangelical,q30,Qwen3-30B-A3B-Instruct-2507,ideologie,adversaire,droite,25.0,28.422053231939167,35.0,44.87951807228915,10.0,16.457464840349985,-3.4220532319391666,True
rep_evang,Evangelical,q30,Qwen3-30B-A3B-Instruct-2507,ideologie,journaliste,droite,25.0,28.422053231939167,30.0,44.87951807228915,5.0,16.457464840349985,-3.4220532319391666,True
rep_evang,Evangelical,q30,Qwen3-30B-A3B-Instruct-2507,parti,adversaire,droite,25.0,28.422053231939167,35.0,39.78201634877384,10.0,11.35996311683467,-3.4220532319391666,True
rep_evang,Evangelical,q30,Qwen3-30B-A3B-Instruct-2507,parti,journaliste,droite,25.0,28.422053231939167,35.0,39.78201634877384,10.0,11.35996311683467,-3.4220532319391666,True
rep_evang,Evangelical,q4,Qwen3-4B-Instruct-2507,ideologie,adversaire,droite,30.0,28.422053231939167,60.0,44.87951807228915,30.0,16.457464840349985,1.5779467680608334,True
rep_evang,Evangelical,q4,Qwen3-4B-Instruct-2507,ideologie,journaliste,droite,30.0,28.422053231939167,60.0,44.87951807228915,30.0,16.457464840349985,1.5779467680608334,True
rep_evang,Evangelical,q4,Qwen3-4B-Instruct-2507,parti,adversaire,droite,30.0,28.422053231939167,70.0,39.78201634877384,40.0,11.35996311683467,1.5779467680608334,True
rep_evang,Evangelical,q4,Qwen3-4B-Instruct-2507,parti,journaliste,droite,30.0,28.422053231939167,60.0,39.78201634877384,30.0,11.35996311683467,1.5779467680608334,True
rep_rich,$250K+ Income,oss20,gpt-oss-20b,ideologie,adversaire,droite,7.0,2.1788990825688073,0.0,2.272727272727273,-7.0,0.09382819015846566,4.821100917431193,False
rep_rich,$250K+ Income,oss20,gpt-oss-20b,ideologie,journaliste,droite,7.0,2.1788990825688073,0.0,2.272727272727273,-7.0,0.09382819015846566,4.821100917431193,False
rep_rich,$250K+ Income,oss20,gpt-oss-20b,parti,adversaire,droite,7.0,2.1788990825688073,0.0,2.990033222591362,-7.0,0.8111341400225549,4.821100917431193,False
rep_rich,$250K+ Income,oss20,gpt-oss-20b,parti,journaliste,droite,7.0,2.1788990825688073,0.0,2.990033222591362,-7.0,0.8111341400225549,4.821100917431193,False
rep_rich,$250K+ Income,q30,Qwen3-30B-A3B-Instruct-2507,ideologie,adversaire,droite,1.0,2.1788990825688073,15.0,2.272727272727273,14.0,0.09382819015846566,-1.1788990825688073,True
rep_rich,$250K+ Income,q30,Qwen3-30B-A3B-Instruct-2507,ideologie,journaliste,droite,1.0,2.1788990825688073,15.0,2.272727272727273,14.0,0.09382819015846566,-1.1788990825688073,True
rep_rich,$250K+ Income,q30,Qwen3-30B-A3B-Instruct-2507,parti,adversaire,droite,1.0,2.1788990825688073,15.0,2.990033222591362,14.0,0.8111341400225549,-1.1788990825688073,True
rep_rich,$250K+ Income,q30,Qwen3-30B-A3B-Instruct-2507,parti,journaliste,droite,1.0,2.1788990825688073,15.0,2.990033222591362,14.0,0.8111341400225549,-1.1788990825688073,True
rep_rich,$250K+ Income,q4,Qwen3-4B-Instruct-2507,ideologie,adversaire,droite,12.0,2.1788990825688073,35.0,2.272727272727273,23.0,0.09382819015846566,9.821100917431192,True
rep_rich,$250K+ Income,q4,Qwen3-4B-Instruct-2507,ideologie,journaliste,droite,12.0,2.1788990825688073,32.0,2.272727272727273,20.0,0.09382819015846566,9.821100917431192,True
rep_rich,$250K+ Income,q4,Qwen3-4B-Instruct-2507,parti,adversaire,droite,12.0,2.1788990825688073,15.0,2.990033222591362,3.0,0.8111341400225549,9.821100917431192,True
rep_rich,$250K+ Income,q4,Qwen3-4B-Instruct-2507,parti,journaliste,droite,12.0,2.1788990825688073,45.0,2.990033222591362,33.0,0.8111341400225549,9.821100917431192,True
rep_old,Age 65+,oss20,gpt-oss-20b,ideologie,adversaire,droite,18.0,16.34980988593156,30.0,18.67469879518072,12.0,2.324888909249161,1.6501901140684403,True
rep_old,Age 65+,oss20,gpt-oss-20b,ideologie,journaliste,droite,18.0,16.34980988593156,18.0,18.67469879518072,0.0,2.324888909249161,1.6501901140684403,False
rep_old,Age 65+,oss20,gpt-oss-20b,parti,adversaire,droite,18.0,16.34980988593156,18.0,16.076294277929154,0.0,-0.2735156080024055,1.6501901140684403,False
rep_old,Age 65+,oss20,gpt-oss-20b,parti,journaliste,droite,18.0,16.34980988593156,18.0,16.076294277929154,0.0,-0.2735156080024055,1.6501901140684403,False
rep_old,Age 65+,q30,Qwen3-30B-A3B-Instruct-2507,ideologie,adversaire,droite,17.0,16.34980988593156,28.0,18.67469879518072,11.0,2.324888909249161,0.6501901140684403,True
rep_old,Age 65+,q30,Qwen3-30B-A3B-Instruct-2507,ideologie,journaliste,droite,17.0,16.34980988593156,45.0,18.67469879518072,28.0,2.324888909249161,0.6501901140684403,True
rep_old,Age 65+,q30,Qwen3-30B-A3B-Instruct-2507,parti,adversaire,droite,17.0,16.34980988593156,28.0,16.076294277929154,11.0,-0.2735156080024055,0.6501901140684403,False
rep_old,Age 65+,q30,Qwen3-30B-A3B-Instruct-2507,parti,journaliste,droite,17.0,16.34980988593156,35.0,16.076294277929154,18.0,-0.2735156080024055,0.6501901140684403,False
rep_old,Age 65+,q4,Qwen3-4B-Instruct-2507,ideologie,adversaire,droite,17.0,16.34980988593156,22.0,18.67469879518072,5.0,2.324888909249161,0.6501901140684403,True
rep_old,Age 65+,q4,Qwen3-4B-Instruct-2507,ideologie,journaliste,droite,17.0,16.34980988593156,32.0,18.67469879518072,15.0,2.324888909249161,0.6501901140684403,True
rep_old,Age 65+,q4,Qwen3-4B-Instruct-2507,parti,adversaire,droite,17.0,16.34980988593156,18.0,16.076294277929154,1.0,-0.2735156080024055,0.6501901140684403,False
rep_old,Age 65+,q4,Qwen3-4B-Instruct-2507,parti,journaliste,droite,17.0,16.34980988593156,24.0,16.076294277929154,7.0,-0.2735156080024055,0.6501901140684403,False
rep_south,Southern,oss20,gpt-oss-20b,ideologie,adversaire,droite,30.0,30.228136882129274,30.0,31.32530120481928,0.0,1.0971643226900056,-0.22813688212927374,False
rep_south,Southern,oss20,gpt-oss-20b,ideologie,journaliste,droite,30.0,30.228136882129274,30.0,31.32530120481928,0.0,1.0971643226900056,-0.22813688212927374,False
rep_south,Southern,oss20,gpt-oss-20b,parti,adversaire,droite,30.0,30.228136882129274,30.0,33.5149863760218,0.0,3.286849493892529,-0.22813688212927374,False
rep_south,Southern,oss20,gpt-oss-20b,parti,journaliste,droite,30.0,30.228136882129274,30.0,33.5149863760218,0.0,3.286849493892529,-0.22813688212927374,False
rep_south,Southern,q30,Qwen3-30B-A3B-Instruct-2507,ideologie,adversaire,droite,33.0,30.228136882129274,35.0,31.32530120481928,2.0,1.0971643226900056,2.7718631178707263,True
rep_south,Southern,q30,Qwen3-30B-A3B-Instruct-2507,ideologie,journaliste,droite,33.0,30.228136882129274,35.0,31.32530120481928,2.0,1.0971643226900056,2.7718631178707263,True
rep_south,Southern,q30,Qwen3-30B-A3B-Instruct-2507,parti,adversaire,droite,33.0,30.228136882129274,65.0,33.5149863760218,32.0,3.286849493892529,2.7718631178707263,True
rep_south,Southern,q30,Qwen3-30B-A3B-Instruct-2507,parti,journaliste,droite,33.0,30.228136882129274,45.0,33.5149863760218,12.0,3.286849493892529,2.7718631178707263,True
rep_south,Southern,q4,Qwen3-4B-Instruct-2507,ideologie,adversaire,droite,31.0,30.228136882129274,60.0,31.32530120481928,29.0,1.0971643226900056,0.7718631178707263,True
rep_south,Southern,q4,Qwen3-4B-Instruct-2507,ideologie,journaliste,droite,31.0,30.228136882129274,58.0,31.32530120481928,27.0,1.0971643226900056,0.7718631178707263,True
rep_south,Southern,q4,Qwen3-4B-Instruct-2507,parti,adversaire,droite,31.0,30.228136882129274,85.0,33.5149863760218,54.0,3.286849493892529,0.7718631178707263,True
rep_south,Southern,q4,Qwen3-4B-Instruct-2507,parti,journaliste,droite,31.0,30.228136882129274,65.0,33.5149863760218,34.0,3.286849493892529,0.7718631178707263,True
