item_as,groupe,variante,source_gss,colonne_gss,dans_les_149_items,partition,camp,n_classes,n_non_renseigne,n_dans_le_groupe,part_pourcent,ic_bas,ic_haut,confiance_appariement,ecart_a_ahler_sood
dem_lgb,LGB,principale,demographie,demo_sexual_orientation,False,parti,droite,300,67,13,4.333333333333334,2.5496203603204264,7.271812912806099,elevee,"18 pour cent de non renseigne, exclus du denominateur"
dem_lgb,LGB,principale,demographie,demo_sexual_orientation,False,parti,ensemble,870,182,108,12.413793103448276,10.386494694366775,14.771565988484674,elevee,"18 pour cent de non renseigne, exclus du denominateur"
dem_lgb,LGB,large,demographie,demo_sexual_orientation,False,ideologie,gauche,354,63,104,29.37853107344633,24.875243811995695,34.324580914922585,moyenne,"ajoute pansexuel, asexuel et autre, que la question d'Ahler et Sood ignore"
dem_lgb,LGB,large,demographie,demo_sexual_orientation,False,ideologie,centre,251,52,35,13.94422310756972,10.200031546179275,18.775457541944483,moyenne,"ajoute pansexuel, asexuel et autre, que la question d'Ahler et Sood ignore"
dem_lgb,LGB,large,demographie,demo_sexual_orientation,False,ideologie,droite,265,67,15,5.660377358490567,3.4598927266233996,9.128040093297328,moyenne,"ajoute pansexuel, asexuel et autre, que la question d'Ahler et Sood ignore"
dem_lgb,LGB,large,demographie,demo_sexual_orientation,False,ideologie,ensemble,870,182,154,17.70114942528736,15.308481323771783,20.377803238556226,moyenne,"ajoute pansexuel, asexuel et autre, que la question d'Ahler et Sood ignore"
dem_lgb,LGB,large,demographie,demo_sexual_orientation,False,parti,gauche,409,87,106,25.91687041564792,21.90819886074703,30.373741718884474,moyenne,"ajoute pansexuel, asexuel et autre, que la question d'Ahler et Sood ignore"
dem_lgb,LGB,large,demographie,demo_sexual_orientation,False,parti,centre,141,23,29,20.56737588652482,14.719271409491427,27.976749623140083,moyenne,"ajoute pansexuel, asexuel et autre, que la question d'Ahler et Sood ignore"
dem_lgb,LGB,large,demographie,demo_sexual_orientation,False,parti,droite,300,67,16,5.333333333333334,3.309162538404202,8.486983874726851,moyenne,"ajoute pansexuel, asexuel et autre, que la question d'Ahler et Sood ignore"
dem_lgb,LGB,large,demographie,demo_sexual_orientation,False,parti,ensemble,870,182,154,17.70114942528736,15.308481323771783,20.377803238556226,moyenne,"ajoute pansexuel, asexuel et autre, que la question d'Ahler et Sood ignore"
rep_evang,Evangelical,principale,item,reborn,True,ideologie,gauche,417,0,71,17.026378896882495,13.723678893502584,20.931070066676256,moyenne,"« ne de nouveau » n'est pas « evangelique » : la question du GSS ne porte pas sur la denomination, et Ahler et Sood citent les evangeliques BLANCS"
rep_evang,Evangelical,principale,item,reborn,True,ideologie,centre,303,0,79,26.072607260726073,21.45064646632538,31.293701105842146,moyenne,"« ne de nouveau » n'est pas « evangelique » : la question du GSS ne porte pas sur la denomination, et Ahler et Sood citent les evangeliques BLANCS"
rep_evang,Evangelical,principale,item,reborn,True,ideologie,droite,332,0,149,44.87951807228915,39.6182844556052,50.25789526721651,moyenne,"« ne de nouveau » n'est pas « evangelique » : la question du GSS ne porte pas sur la denomination, et Ahler et Sood citent les evangeliques BLANCS"
rep_evang,Evangelical,principale,item,reborn,True,ideologie,ensemble,1052,0,299,28.422053231939167,25.778771943666,31.222353982798733,moyenne,"« ne de nouveau » n'est pas « evangelique » : la question du GSS ne porte pas sur la denomination, et Ahler et Sood citent les evangeliques BLANCS"
rep_evang,Evangelical,principale,item,reborn,True,parti,gauche,496,0,101,20.362903225806452,17.05299522669554,24.12837103013463,moyenne,"« ne de nouveau » n'est pas « evangelique » : la question du GSS ne porte pas sur la denomination, et Ahler et Sood citent les evangeliques BLANCS"
rep_evang,Evangelical,principale,item,reborn,True,parti,centre,164,0,45,27.439024390243905,21.185087722597967,34.72572342314898,moyenne,"« ne de nouveau » n'est pas « evangelique » : la question du GSS ne porte pas sur la denomination, et Ahler et Sood citent les evangeliques BLANCS"
rep_evang,Evangelical,principale,item,reborn,True,parti,droite,367,0,146,39.782016348773844,34.905147226347545,44.87058451464375,moyenne,"« ne de nouveau » n'est pas « evangelique » : la question du GSS ne porte pas sur la denomination, et Ahler et Sood citent les evangeliques BLANCS"
rep_evang,Evangelical,principale,item,reborn,True,parti,ensemble,1052,0,299,28.422053231939167,25.778771943666,31.222353982798733,moyenne,"« ne de nouveau » n'est pas « evangelique » : la question du GSS ne porte pas sur la denomination, et Ahler et Sood citent les evangeliques BLANCS"
rep_evang,Evangelical,stricte,item,reborn,True,ideologie,gauche,417,0,38,9.112709832134293,6.711112177762643,12.260776532859122,moyenne,ne de nouveau et protestant ; plus proche du sens usuel d'evangelique
rep_evang,Evangelical,stricte,item,reborn,True,ideologie,centre,303,0,30,9.900990099009901,7.023587407372032,13.782457144605276,moyenne,ne de nouveau et protestant ; plus proche du sens usuel d'evangelique
rep_evang,Evangelical,stricte,item,reborn,True,ideologie,droite,332,0,88,26.506024096385545,22.04663259286603,31.50289790008065,moyenne,ne de nouveau et protestant ; plus proche du sens usuel d'evangelique
rep_evang,Evangelical,stricte,item,reborn,True,ideologie,ensemble,1052,0,156,14.82889733840304,12.809381947515085,17.104347536149888,moyenne,ne de nouveau et protestant ; plus proche du sens usuel d'evangelique
rep_evang,Evangelical,stricte,item,reborn,True,parti,gauche,496,0,52,10.483870967741936,8.084797826761132,13.490357182345752,moyenne,ne de nouveau et protestant ; plus proche du sens usuel d'evangelique
rep_evang,Evangelical,stricte,item,reborn,True,parti,centre,164,0,14,8.536585365853659,5.1530066586361185,13.818213825439345,moyenne,ne de nouveau et protestant ; plus proche du sens usuel d'evangelique
rep_evang,Evangelical,stricte,item,reborn,True,parti,droite,367,0,88,23.978201634877383,19.893917544470238,28.601612622587613,moyenne,ne de nouveau et protestant ; plus proche du sens usuel d'evangelique
rep_evang,Evangelical,stricte,item,reborn,True,parti,ensemble,1052,0,156,14.82889733840304,12.809381947515085,17.104347536149888,moyenne,ne de nouveau et protestant ; plus proche du sens usuel d'evangelique
rep_rich,$250K+ Income,principale,demographie,demo_income,False,ideologie,gauche,355,62,6,1.6901408450704223,0.7768395322384731,3.6378102742499614,elevee,"l'item income des 149 plafonne a « $25000 or more », une echelle des annees 1970 : il ne peut pas porter le seuil de 250 000 dollars. Seule la demographie declaree le porte"
rep_rich,$250K+ Income,principale,demographie,demo_income,False,ideologie,centre,253,50,7,2.766798418972332,1.3465524154985518,5.59998583998654,elevee,"l'item income des 149 plafonne a « $25000 or more », une echelle des annees 1970 : il ne peut pas porter le seuil de 250 000 dollars. Seule la demographie declaree le porte"
rep_rich,$250K+ Income,principale,demographie,demo_income,False,ideologie,droite,264,68,6,2.272727272727273,1.0456628501987184,4.868877684206692,elevee,"l'item income des 149 plafonne a « $25000 or more », une echelle des annees 1970 : il ne peut pas porter le seuil de 250 000 dollars. Seule la demographie declaree le porte"
rep_rich,$250K+ Income,principale,demographie,demo_income,False,ideologie,ensemble,872,180,19,2.1788990825688073,1.39926912074975,3.378033076359864,elevee,"l'item income des 149 plafonne a « $25000 or more », une echelle des annees 1970 : il ne peut pas porter le seuil de 250 000 dollars. Seule la demographie declaree le porte"
rep_rich,$250K+ Income,principale,demographie,demo_income,False,parti,gauche,410,86,8,1.951219512195122,0.9919445543758676,3.802546864563166,elevee,"l'item income des 149 plafonne a « $25000 or more », une echelle des annees 1970 : il ne peut pas porter le seuil de 250 000 dollars. Seule la demographie declaree le porte"
rep_rich,$250K+ Income,principale,demographie,demo_income,False,parti,centre,140,24,2,1.4285714285714286,0.39263584599940893,5.058916417045497,elevee,"l'item income des 149 plafonne a « $25000 or more », une echelle des annees 1970 : il ne peut pas porter le seuil de 250 000 dollars. Seule la demographie declaree le porte"
rep_rich,$250K+ Income,principale,demographie,demo_income,False,parti,droite,301,66,9,2.990033222591362,1.5808714361967748,5.584029942092802,elevee,"l'item income des 149 plafonne a « $25000 or more », une echelle des annees 1970 : il ne peut pas porter le seuil de 250 000 dollars. Seule la demographie declaree le porte"
rep_rich,$250K+ Income,principale,demographie,demo_income,False,parti,ensemble,872,180,19,2.1788990825688073,1.39926912074975,3.378033076359864,elevee,"l'item income des 149 plafonne a « $25000 or more », une echelle des annees 1970 : il ne peut pas porter le seuil de 250 000 dollars. Seule la demographie declaree le porte"
rep_rich,$250K+ Income,large,demographie,demo_income,False,ideologie,gauche,355,62,16,4.507042253521127,2.7929859858288153,7.195153627861462,moyenne,seuil abaisse a 200 000 dollars
rep_rich,$250K+ Income,large,demographie,demo_income,False,ideologie,centre,253,50,9,3.557312252964427,1.8825794450312012,6.621338923332801,moyenne,seuil abaisse a 200 000 dollars
rep_rich,$250K+ Income,large,demographie,demo_income,False,ideologie,droite,264,68,6,2.272727272727273,1.0456628501987184,4.868877684206692,moyenne,seuil abaisse a 200 000 dollars
rep_rich,$250K+ Income,large,demographie,demo_income,False,ideologie,ensemble,872,180,31,3.555045871559633,2.515631270893699,5.001892445723552,moyenne,seuil abaisse a 200 000 dollars
rep_rich,$250K+ Income,large,demographie,demo_income,False,parti,gauche,410,86,16,3.902439024390244,2.4161189535497063,6.244586011828352,moyenne,seuil abaisse a 200 000 dollars
rep_rich,$250K+ Income,large,demographie,demo_income,False,parti,centre,140,24,5,3.571428571428571,1.534948926721527,8.087858383541985,moyenne,seuil abaisse a 200 000 dollars
rep_rich,$250K+ Income,large,demographie,demo_income,False,parti,droite,301,66,10,3.322259136212625,1.8143939095637485,6.006585904214949,moyenne,seuil abaisse a 200 000 dollars
rep_rich,$250K+ Income,large,demographie,demo_income,False,parti,ensemble,872,180,31,3.555045871559633,2.515631270893699,5.001892445723552,moyenne,seuil abaisse a 200 000 dollars
rep_old,Age 65+,principale,demographie,demo_age,False,ideologie,gauche,417,0,69,16.546762589928058,13.288647545087958,20.415625036329846,elevee,"tranches d'age declarees, pas d'age exact"
rep_old,Age 65+,principale,demographie,demo_age,False,ideologie,centre,303,0,41,13.531353135313532,10.133440042137341,17.84242763682144,elevee,"tranches d'age declarees, pas d'age exact"
rep_old,Age 65+,principale,demographie,demo_age,False,ideologie,droite,332,0,62,18.67469879518072,14.849639035148844,23.21640162211339,elevee,"tranches d'age declarees, pas d'age exact"
rep_old,Age 65+,principale,demographie,demo_age,False,ideologie,ensemble,1052,0,172,16.34980988593156,14.238158774123002,18.7063283534916,elevee,"tranches d'age declarees, pas d'age exact"
rep_old,Age 65+,principale,demographie,demo_age,False,parti,gauche,496,0,88,17.741935483870968,14.631583683158839,21.348134691622295,elevee,"tranches d'age declarees, pas d'age exact"
rep_old,Age 65+,principale,demographie,demo_age,False,parti,centre,164,0,22,13.414634146341465,9.028394626790796,19.475623447393435,elevee,"tranches d'age declarees, pas d'age exact"
rep_old,Age 65+,principale,demographie,demo_age,False,parti,droite,367,0,59,16.076294277929154,12.672736220250801,20.18269315984032,elevee,"tranches d'age declarees, pas d'age exact"
rep_old,Age 65+,principale,demographie,demo_age,False,parti,ensemble,1052,0,172,16.34980988593156,14.238158774123002,18.7063283534916,elevee,"tranches d'age declarees, pas d'age exact"
rep_south,Southern,principale,demographie,demo_census_division,False,ideologie,gauche,417,0,123,29.496402877697843,25.322555781501567,34.044579026464184,moyenne,"region du recensement (Sud) contre la liste de 13 Etats d'Ahler et Sood : le recensement ajoute OK, WV, DE et MD"
rep_south,Southern,principale,demographie,demo_census_division,False,ideologie,centre,303,0,91,30.033003300330037,25.14775351725693,35.41821928434494,moyenne,"region du recensement (Sud) contre la liste de 13 Etats d'Ahler et Sood : le recensement ajoute OK, WV, DE et MD"
rep_south,Southern,principale,demographie,demo_census_division,False,ideologie,droite,332,0,104,31.32530120481928,26.573711573847746,36.50412035644322,moyenne,"region du recensement (Sud) contre la liste de 13 Etats d'Ahler et Sood : le recensement ajoute OK, WV, DE et MD"
rep_south,Southern,principale,demographie,demo_census_division,False,ideologie,ensemble,1052,0,318,30.228136882129274,27.528996159450347,33.07115446920456,moyenne,"region du recensement (Sud) contre la liste de 13 Etats d'Ahler et Sood : le recensement ajoute OK, WV, DE et MD"
rep_south,Southern,principale,demographie,demo_census_division,False,parti,gauche,496,0,136,27.419354838709676,23.67813305754638,31.507669804800408,moyenne,"region du recensement (Sud) contre la liste de 13 Etats d'Ahler et Sood : le recensement ajoute OK, WV, DE et MD"
rep_south,Southern,principale,demographie,demo_census_division,False,parti,centre,164,0,51,31.097560975609756,24.51381121786042,38.5465981204681,moyenne,"region du recensement (Sud) contre la liste de 13 Etats d'Ahler et Sood : le recensement ajoute OK, WV, DE et MD"
rep_south,Southern,principale,demographie,demo_census_division,False,parti,droite,367,0,123,33.5149863760218,28.87827764019048,38.49323623527549,moyenne,"region du recensement (Sud) contre la liste de 13 Etats d'Ahler et Sood : le recensement ajoute OK, WV, DE et MD"
rep_south,Southern,principale,demographie,demo_census_division,False,parti,ensemble,1052,0,318,30.228136882129274,27.528996159450347,33.07115446920456,moyenne,"region du recensement (Sud) contre la liste de 13 Etats d'Ahler et Sood : le recensement ajoute OK, WV, DE et MD"
