item_as,groupe,parti_as,source_modele,cle_modele,modele,ancrage,camp,identite,item_gss,variante,camp_est_celui_decrit_par_ahler_sood,realite_ahler_sood_anes2012,realite_gss2024,croyance_humaine,croyance_humaine_ic_bas,croyance_humaine_ic_haut,croyance_modele,exageration_humaine_ratio_as,exageration_modele_ratio_as,exageration_humaine_points_as,exageration_modele_points_as,exageration_humaine_ratio_gss,exageration_modele_ratio_gss,exageration_humaine_points_gss,exageration_modele_points_gss,exageration_modele_ratio_base_propre,exageration_humaine_ratio_base_propre,rapport_des_exagerations_base_propre,rapport_des_exagerations_cible_commune,ecart_des_exagerations_points_gss,note_pont
dem_union,Union,Democratic,"traces r1 (mode description, item du GSS)",oss20,gpt-oss-20b,ideologie,droite,adversaire,union1,principale,False,10.5,4.819277108433735,38.783,37.06985,40.507275,17.0,3.693619047619048,1.619047619047619,28.283,6.5,8.0474725,3.5275,33.96372289156626,12.180722891566266,3.5275,3.693619047619048,0.9550253977258076,0.43833638449836265,-21.782999999999998,union1 demande l'appartenance du repondant ou de son conjoint ; on ne somme que les deux modalites ou le repondant lui meme est syndique
rep_evang,Evangelical,Republican,"traces r1 (mode description, item du GSS)",oss20,gpt-oss-20b,ideologie,droite,adversaire,reborn,principale,True,34.3,44.87951807228915,43.079,41.33,44.783075,12.0,1.2559475218658893,0.34985422740524785,8.779000000000003,-22.299999999999997,0.9598810738255035,0.2673825503355705,-1.800518072289151,-32.87951807228915,0.2673825503355705,1.2559475218658893,0.2128930912163715,0.2785579980965203,-31.079,"« ne de nouveau » est un substitut d'evangelique, pas une traduction ; l'ecart de definition est declare et il va dans le sens d'une part plus large que celle d'Ahler et Sood"
dem_union,Union,Democratic,"traces r1 (mode description, item du GSS)",q30,Qwen3-30B-A3B-Instruct-2507,ideologie,gauche,journaliste,union1,principale,True,10.5,5.515587529976019,38.783,37.06985,40.507275,13.999999999999998,3.693619047619048,1.3333333333333333,28.283,3.4999999999999982,7.031526521739131,2.5382608695652173,33.267412470023984,8.48441247002398,2.5382608695652173,3.693619047619048,0.6872015865310775,0.3609829048810045,-24.783000000000005,union1 demande l'appartenance du repondant ou de son conjoint ; on ne somme que les deux modalites ou le repondant lui meme est syndique
rep_evang,Evangelical,Republican,"traces r1 (mode description, item du GSS)",q30,Qwen3-30B-A3B-Instruct-2507,ideologie,gauche,journaliste,reborn,principale,False,34.3,17.026378896882495,43.079,41.33,44.783075,12.0,1.2559475218658893,0.34985422740524785,8.779000000000003,-22.299999999999997,2.5301328169014083,0.7047887323943661,26.052621103117506,-5.026378896882495,0.7047887323943661,1.2559475218658893,0.561160972193569,0.2785579980965203,-31.079,"« ne de nouveau » est un substitut d'evangelique, pas une traduction ; l'ecart de definition est declare et il va dans le sens d'une part plus large que celle d'Ahler et Sood"
dem_union,Union,Democratic,"traces r1 (mode description, item du GSS)",q30,Qwen3-30B-A3B-Instruct-2507,ideologie,gauche,adversaire,union1,principale,True,10.5,5.515587529976019,38.783,37.06985,40.507275,13.999999999999998,3.693619047619048,1.3333333333333333,28.283,3.4999999999999982,7.031526521739131,2.5382608695652173,33.267412470023984,8.48441247002398,2.5382608695652173,3.693619047619048,0.6872015865310775,0.3609829048810045,-24.783000000000005,union1 demande l'appartenance du repondant ou de son conjoint ; on ne somme que les deux modalites ou le repondant lui meme est syndique
rep_evang,Evangelical,Republican,"traces r1 (mode description, item du GSS)",q30,Qwen3-30B-A3B-Instruct-2507,ideologie,gauche,adversaire,reborn,principale,False,34.3,17.026378896882495,43.079,41.33,44.783075,12.0,1.2559475218658893,0.34985422740524785,8.779000000000003,-22.299999999999997,2.5301328169014083,0.7047887323943661,26.052621103117506,-5.026378896882495,0.7047887323943661,1.2559475218658893,0.561160972193569,0.2785579980965203,-31.079,"« ne de nouveau » est un substitut d'evangelique, pas une traduction ; l'ecart de definition est declare et il va dans le sens d'une part plus large que celle d'Ahler et Sood"
dem_union,Union,Democratic,"traces r1 (mode description, item du GSS)",q30,Qwen3-30B-A3B-Instruct-2507,ideologie,centre,journaliste,union1,principale,False,10.5,6.270627062706271,38.783,37.06985,40.507275,13.999999999999998,3.693619047619048,1.3333333333333333,28.283,3.4999999999999982,6.1848678947368425,2.2326315789473683,32.51237293729373,7.729372937293728,2.2326315789473683,3.693619047619048,0.6044563746731136,0.3609829048810045,-24.783000000000005,union1 demande l'appartenance du repondant ou de son conjoint ; on ne somme que les deux modalites ou le repondant lui meme est syndique
rep_evang,Evangelical,Republican,"traces r1 (mode description, item du GSS)",q30,Qwen3-30B-A3B-Instruct-2507,ideologie,centre,journaliste,reborn,principale,False,34.3,26.072607260726073,43.079,41.33,44.783075,28.000000000000004,1.2559475218658893,0.816326530612245,8.779000000000003,-6.299999999999994,1.6522705063291139,1.0739240506329115,17.006392739273927,1.9273927392739303,1.0739240506329115,1.2559475218658893,0.8550707986886618,0.6499686622252142,-15.078999999999997,"« ne de nouveau » est un substitut d'evangelique, pas une traduction ; l'ecart de definition est declare et il va dans le sens d'une part plus large que celle d'Ahler et Sood"
dem_union,Union,Democratic,"traces r1 (mode description, item du GSS)",q30,Qwen3-30B-A3B-Instruct-2507,ideologie,centre,adversaire,union1,principale,False,10.5,6.270627062706271,38.783,37.06985,40.507275,6.000000000000001,3.693619047619048,0.5714285714285715,28.283,-4.499999999999999,6.1848678947368425,0.956842105263158,32.51237293729373,-0.2706270627062697,0.956842105263158,3.693619047619048,0.259052732002763,0.15470695923471625,-32.783,union1 demande l'appartenance du repondant ou de son conjoint ; on ne somme que les deux modalites ou le repondant lui meme est syndique
rep_evang,Evangelical,Republican,"traces r1 (mode description, item du GSS)",q30,Qwen3-30B-A3B-Instruct-2507,ideologie,centre,adversaire,reborn,principale,False,34.3,26.072607260726073,43.079,41.33,44.783075,22.0,1.2559475218658893,0.641399416909621,8.779000000000003,-12.299999999999997,1.6522705063291139,0.8437974683544304,17.006392739273927,-4.072607260726073,0.8437974683544304,1.2559475218658893,0.6718413418268057,0.510689663176954,-21.079,"« ne de nouveau » est un substitut d'evangelique, pas une traduction ; l'ecart de definition est declare et il va dans le sens d'une part plus large que celle d'Ahler et Sood"
dem_union,Union,Democratic,"traces r1 (mode description, item du GSS)",q30,Qwen3-30B-A3B-Instruct-2507,ideologie,droite,journaliste,union1,principale,False,10.5,4.819277108433735,38.783,37.06985,40.507275,5.0,3.693619047619048,0.47619047619047616,28.283,-5.5,8.0474725,1.0374999999999999,33.96372289156626,0.18072289156626464,1.0374999999999999,3.693619047619048,0.2808898228605316,0.1289224660289302,-33.783,union1 demande l'appartenance du repondant ou de son conjoint ; on ne somme que les deux modalites ou le repondant lui meme est syndique
rep_evang,Evangelical,Republican,"traces r1 (mode description, item du GSS)",q30,Qwen3-30B-A3B-Instruct-2507,ideologie,droite,journaliste,reborn,principale,True,34.3,44.87951807228915,43.079,41.33,44.783075,42.0,1.2559475218658893,1.2244897959183674,8.779000000000003,7.700000000000003,0.9598810738255035,0.9358389261744967,-1.800518072289151,-2.8795180722891516,0.9358389261744967,1.2559475218658893,0.7451258192573001,0.9749529933378211,-1.0790000000000006,"« ne de nouveau » est un substitut d'evangelique, pas une traduction ; l'ecart de definition est declare et il va dans le sens d'une part plus large que celle d'Ahler et Sood"
dem_union,Union,Democratic,"traces r1 (mode description, item du GSS)",q30,Qwen3-30B-A3B-Instruct-2507,ideologie,droite,adversaire,union1,principale,False,10.5,4.819277108433735,38.783,37.06985,40.507275,6.000000000000001,3.693619047619048,0.5714285714285715,28.283,-4.499999999999999,8.0474725,1.245,33.96372289156626,1.1807228915662655,1.245,3.693619047619048,0.33706778743263804,0.15470695923471625,-32.783,union1 demande l'appartenance du repondant ou de son conjoint ; on ne somme que les deux modalites ou le repondant lui meme est syndique
rep_evang,Evangelical,Republican,"traces r1 (mode description, item du GSS)",q30,Qwen3-30B-A3B-Instruct-2507,ideologie,droite,adversaire,reborn,principale,True,34.3,44.87951807228915,43.079,41.33,44.783075,42.0,1.2559475218658893,1.2244897959183674,8.779000000000003,7.700000000000003,0.9598810738255035,0.9358389261744967,-1.800518072289151,-2.8795180722891516,0.9358389261744967,1.2559475218658893,0.7451258192573001,0.9749529933378211,-1.0790000000000006,"« ne de nouveau » est un substitut d'evangelique, pas une traduction ; l'ecart de definition est declare et il va dans le sens d'une part plus large que celle d'Ahler et Sood"
dem_union,Union,Democratic,"traces r1 (mode description, item du GSS)",q4,Qwen3-4B-Instruct-2507,ideologie,gauche,journaliste,union1,principale,True,10.5,5.515587529976019,38.783,37.06985,40.507275,65.0,3.693619047619048,6.190476190476191,28.283,54.5,7.031526521739131,11.784782608695654,33.267412470023984,59.48441247002398,11.784782608695654,3.693619047619048,3.190578794608575,1.6759920583760926,26.217,union1 demande l'appartenance du repondant ou de son conjoint ; on ne somme que les deux modalites ou le repondant lui meme est syndique
rep_evang,Evangelical,Republican,"traces r1 (mode description, item du GSS)",q4,Qwen3-4B-Instruct-2507,ideologie,gauche,journaliste,reborn,principale,False,34.3,17.026378896882495,43.079,41.33,44.783075,15.0,1.2559475218658893,0.4373177842565598,8.779000000000003,-19.299999999999997,2.5301328169014083,0.8809859154929577,26.052621103117506,-2.0263788968824947,0.8809859154929577,1.2559475218658893,0.7014512152419612,0.34819749762065044,-28.079,"« ne de nouveau » est un substitut d'evangelique, pas une traduction ; l'ecart de definition est declare et il va dans le sens d'une part plus large que celle d'Ahler et Sood"
dem_union,Union,Democratic,"traces r1 (mode description, item du GSS)",q4,Qwen3-4B-Instruct-2507,ideologie,gauche,adversaire,union1,principale,True,10.5,5.515587529976019,38.783,37.06985,40.507275,70.0,3.693619047619048,6.666666666666667,28.283,59.5,7.031526521739131,12.691304347826089,33.267412470023984,64.48441247002398,12.691304347826089,3.693619047619048,3.436007932655388,1.8049145244050229,31.217,union1 demande l'appartenance du repondant ou de son conjoint ; on ne somme que les deux modalites ou le repondant lui meme est syndique
rep_evang,Evangelical,Republican,"traces r1 (mode description, item du GSS)",q4,Qwen3-4B-Instruct-2507,ideologie,gauche,adversaire,reborn,principale,False,34.3,17.026378896882495,43.079,41.33,44.783075,35.0,1.2559475218658893,1.0204081632653061,8.779000000000003,0.7000000000000028,2.5301328169014083,2.0556338028169012,26.052621103117506,17.973621103117505,2.0556338028169012,1.2559475218658893,1.6367195022312429,0.8124608277815176,-8.079,"« ne de nouveau » est un substitut d'evangelique, pas une traduction ; l'ecart de definition est declare et il va dans le sens d'une part plus large que celle d'Ahler et Sood"
dem_union,Union,Democratic,"traces r1 (mode description, item du GSS)",q4,Qwen3-4B-Instruct-2507,ideologie,centre,journaliste,union1,principale,False,10.5,6.270627062706271,38.783,37.06985,40.507275,65.0,3.693619047619048,6.190476190476191,28.283,54.5,6.1848678947368425,10.365789473684211,32.51237293729373,58.72937293729373,10.365789473684211,3.693619047619048,2.8064045966965994,1.6759920583760926,26.217,union1 demande l'appartenance du repondant ou de son conjoint ; on ne somme que les deux modalites ou le repondant lui meme est syndique
rep_evang,Evangelical,Republican,"traces r1 (mode description, item du GSS)",q4,Qwen3-4B-Instruct-2507,ideologie,centre,journaliste,reborn,principale,False,34.3,26.072607260726073,43.079,41.33,44.783075,25.0,1.2559475218658893,0.728862973760933,8.779000000000003,-9.299999999999997,1.6522705063291139,0.9588607594936709,17.006392739273927,-1.0726072607260733,0.9588607594936709,1.2559475218658893,0.7634560702577337,0.580329162701084,-18.079,"« ne de nouveau » est un substitut d'evangelique, pas une traduction ; l'ecart de definition est declare et il va dans le sens d'une part plus large que celle d'Ahler et Sood"
dem_union,Union,Democratic,"traces r1 (mode description, item du GSS)",q4,Qwen3-4B-Instruct-2507,ideologie,centre,adversaire,union1,principale,False,10.5,6.270627062706271,38.783,37.06985,40.507275,60.0,3.693619047619048,5.714285714285714,28.283,49.5,6.1848678947368425,9.56842105263158,32.51237293729373,53.72937293729373,9.56842105263158,3.693619047619048,2.5905273200276304,1.5470695923471625,21.217,union1 demande l'appartenance du repondant ou de son conjoint ; on ne somme que les deux modalites ou le repondant lui meme est syndique
rep_evang,Evangelical,Republican,"traces r1 (mode description, item du GSS)",q4,Qwen3-4B-Instruct-2507,ideologie,centre,adversaire,reborn,principale,False,34.3,26.072607260726073,43.079,41.33,44.783075,45.0,1.2559475218658893,1.3119533527696794,8.779000000000003,10.700000000000003,1.6522705063291139,1.7259493670886075,17.006392739273927,18.927392739273927,1.7259493670886075,1.2559475218658893,1.3742209264639205,1.0445924928619512,1.9209999999999994,"« ne de nouveau » est un substitut d'evangelique, pas une traduction ; l'ecart de definition est declare et il va dans le sens d'une part plus large que celle d'Ahler et Sood"
dem_union,Union,Democratic,"traces r1 (mode description, item du GSS)",q4,Qwen3-4B-Instruct-2507,ideologie,droite,journaliste,union1,principale,False,10.5,4.819277108433735,38.783,37.06985,40.507275,75.0,3.693619047619048,7.142857142857143,28.283,64.5,8.0474725,15.562499999999998,33.96372289156626,70.18072289156626,15.562499999999998,3.693619047619048,4.213347342907975,1.933836990433953,36.217,union1 demande l'appartenance du repondant ou de son conjoint ; on ne somme que les deux modalites ou le repondant lui meme est syndique
rep_evang,Evangelical,Republican,"traces r1 (mode description, item du GSS)",q4,Qwen3-4B-Instruct-2507,ideologie,droite,journaliste,reborn,principale,True,34.3,44.87951807228915,43.079,41.33,44.783075,45.0,1.2559475218658893,1.3119533527696794,8.779000000000003,10.700000000000003,0.9598810738255035,1.0026845637583894,-1.800518072289151,0.12048192771084842,1.0026845637583894,1.2559475218658893,0.7983490920613932,1.0445924928619512,1.9209999999999994,"« ne de nouveau » est un substitut d'evangelique, pas une traduction ; l'ecart de definition est declare et il va dans le sens d'une part plus large que celle d'Ahler et Sood"
dem_union,Union,Democratic,"traces r1 (mode description, item du GSS)",q4,Qwen3-4B-Instruct-2507,ideologie,droite,adversaire,union1,principale,False,10.5,4.819277108433735,38.783,37.06985,40.507275,75.0,3.693619047619048,7.142857142857143,28.283,64.5,8.0474725,15.562499999999998,33.96372289156626,70.18072289156626,15.562499999999998,3.693619047619048,4.213347342907975,1.933836990433953,36.217,union1 demande l'appartenance du repondant ou de son conjoint ; on ne somme que les deux modalites ou le repondant lui meme est syndique
rep_evang,Evangelical,Republican,"traces r1 (mode description, item du GSS)",q4,Qwen3-4B-Instruct-2507,ideologie,droite,adversaire,reborn,principale,True,34.3,44.87951807228915,43.079,41.33,44.783075,45.0,1.2559475218658893,1.3119533527696794,8.779000000000003,10.700000000000003,0.9598810738255035,1.0026845637583894,-1.800518072289151,0.12048192771084842,1.0026845637583894,1.2559475218658893,0.7983490920613932,1.0445924928619512,1.9209999999999994,"« ne de nouveau » est un substitut d'evangelique, pas une traduction ; l'ecart de definition est declare et il va dans le sens d'une part plus large que celle d'Ahler et Sood"
dem_union,Union,Democratic,"traces r1 (mode description, item du GSS)",q4,Qwen3-4B-Instruct-2507,ideologie,gauche,journaliste,union1,principale,True,10.5,5.515587529976019,38.783,37.06985,40.507275,65.0,3.693619047619048,6.190476190476191,28.283,54.5,7.031526521739131,11.784782608695654,33.267412470023984,59.48441247002398,11.784782608695654,3.693619047619048,3.190578794608575,1.6759920583760926,26.217,union1 demande l'appartenance du repondant ou de son conjoint ; on ne somme que les deux modalites ou le repondant lui meme est syndique
rep_evang,Evangelical,Republican,"traces r1 (mode description, item du GSS)",q4,Qwen3-4B-Instruct-2507,ideologie,gauche,journaliste,reborn,principale,False,34.3,17.026378896882495,43.079,41.33,44.783075,15.0,1.2559475218658893,0.4373177842565598,8.779000000000003,-19.299999999999997,2.5301328169014083,0.8809859154929577,26.052621103117506,-2.0263788968824947,0.8809859154929577,1.2559475218658893,0.7014512152419612,0.34819749762065044,-28.079,"« ne de nouveau » est un substitut d'evangelique, pas une traduction ; l'ecart de definition est declare et il va dans le sens d'une part plus large que celle d'Ahler et Sood"
dem_union,Union,Democratic,"traces r1 (mode description, item du GSS)",q4,Qwen3-4B-Instruct-2507,ideologie,gauche,adversaire,union1,principale,True,10.5,5.515587529976019,38.783,37.06985,40.507275,70.0,3.693619047619048,6.666666666666667,28.283,59.5,7.031526521739131,12.691304347826089,33.267412470023984,64.48441247002398,12.691304347826089,3.693619047619048,3.436007932655388,1.8049145244050229,31.217,union1 demande l'appartenance du repondant ou de son conjoint ; on ne somme que les deux modalites ou le repondant lui meme est syndique
rep_evang,Evangelical,Republican,"traces r1 (mode description, item du GSS)",q4,Qwen3-4B-Instruct-2507,ideologie,gauche,adversaire,reborn,principale,False,34.3,17.026378896882495,43.079,41.33,44.783075,35.0,1.2559475218658893,1.0204081632653061,8.779000000000003,0.7000000000000028,2.5301328169014083,2.0556338028169012,26.052621103117506,17.973621103117505,2.0556338028169012,1.2559475218658893,1.6367195022312429,0.8124608277815176,-8.079,"« ne de nouveau » est un substitut d'evangelique, pas une traduction ; l'ecart de definition est declare et il va dans le sens d'une part plus large que celle d'Ahler et Sood"
dem_union,Union,Democratic,"traces r1 (mode description, item du GSS)",q4,Qwen3-4B-Instruct-2507,ideologie,centre,journaliste,union1,principale,False,10.5,6.270627062706271,38.783,37.06985,40.507275,65.0,3.693619047619048,6.190476190476191,28.283,54.5,6.1848678947368425,10.365789473684211,32.51237293729373,58.72937293729373,10.365789473684211,3.693619047619048,2.8064045966965994,1.6759920583760926,26.217,union1 demande l'appartenance du repondant ou de son conjoint ; on ne somme que les deux modalites ou le repondant lui meme est syndique
rep_evang,Evangelical,Republican,"traces r1 (mode description, item du GSS)",q4,Qwen3-4B-Instruct-2507,ideologie,centre,journaliste,reborn,principale,False,34.3,26.072607260726073,43.079,41.33,44.783075,25.0,1.2559475218658893,0.728862973760933,8.779000000000003,-9.299999999999997,1.6522705063291139,0.9588607594936709,17.006392739273927,-1.0726072607260733,0.9588607594936709,1.2559475218658893,0.7634560702577337,0.580329162701084,-18.079,"« ne de nouveau » est un substitut d'evangelique, pas une traduction ; l'ecart de definition est declare et il va dans le sens d'une part plus large que celle d'Ahler et Sood"
dem_union,Union,Democratic,"traces r1 (mode description, item du GSS)",q4,Qwen3-4B-Instruct-2507,ideologie,centre,adversaire,union1,principale,False,10.5,6.270627062706271,38.783,37.06985,40.507275,60.0,3.693619047619048,5.714285714285714,28.283,49.5,6.1848678947368425,9.56842105263158,32.51237293729373,53.72937293729373,9.56842105263158,3.693619047619048,2.5905273200276304,1.5470695923471625,21.217,union1 demande l'appartenance du repondant ou de son conjoint ; on ne somme que les deux modalites ou le repondant lui meme est syndique
rep_evang,Evangelical,Republican,"traces r1 (mode description, item du GSS)",q4,Qwen3-4B-Instruct-2507,ideologie,centre,adversaire,reborn,principale,False,34.3,26.072607260726073,43.079,41.33,44.783075,45.0,1.2559475218658893,1.3119533527696794,8.779000000000003,10.700000000000003,1.6522705063291139,1.7259493670886075,17.006392739273927,18.927392739273927,1.7259493670886075,1.2559475218658893,1.3742209264639205,1.0445924928619512,1.9209999999999994,"« ne de nouveau » est un substitut d'evangelique, pas une traduction ; l'ecart de definition est declare et il va dans le sens d'une part plus large que celle d'Ahler et Sood"
dem_union,Union,Democratic,"traces r1 (mode description, item du GSS)",q4,Qwen3-4B-Instruct-2507,ideologie,droite,journaliste,union1,principale,False,10.5,4.819277108433735,38.783,37.06985,40.507275,75.0,3.693619047619048,7.142857142857143,28.283,64.5,8.0474725,15.562499999999998,33.96372289156626,70.18072289156626,15.562499999999998,3.693619047619048,4.213347342907975,1.933836990433953,36.217,union1 demande l'appartenance du repondant ou de son conjoint ; on ne somme que les deux modalites ou le repondant lui meme est syndique
rep_evang,Evangelical,Republican,"traces r1 (mode description, item du GSS)",q4,Qwen3-4B-Instruct-2507,ideologie,droite,journaliste,reborn,principale,True,34.3,44.87951807228915,43.079,41.33,44.783075,45.0,1.2559475218658893,1.3119533527696794,8.779000000000003,10.700000000000003,0.9598810738255035,1.0026845637583894,-1.800518072289151,0.12048192771084842,1.0026845637583894,1.2559475218658893,0.7983490920613932,1.0445924928619512,1.9209999999999994,"« ne de nouveau » est un substitut d'evangelique, pas une traduction ; l'ecart de definition est declare et il va dans le sens d'une part plus large que celle d'Ahler et Sood"
dem_union,Union,Democratic,"traces r1 (mode description, item du GSS)",q4,Qwen3-4B-Instruct-2507,ideologie,droite,adversaire,union1,principale,False,10.5,4.819277108433735,38.783,37.06985,40.507275,75.0,3.693619047619048,7.142857142857143,28.283,64.5,8.0474725,15.562499999999998,33.96372289156626,70.18072289156626,15.562499999999998,3.693619047619048,4.213347342907975,1.933836990433953,36.217,union1 demande l'appartenance du repondant ou de son conjoint ; on ne somme que les deux modalites ou le repondant lui meme est syndique
rep_evang,Evangelical,Republican,"traces r1 (mode description, item du GSS)",q4,Qwen3-4B-Instruct-2507,ideologie,droite,adversaire,reborn,principale,True,34.3,44.87951807228915,43.079,41.33,44.783075,45.0,1.2559475218658893,1.3119533527696794,8.779000000000003,10.700000000000003,0.9598810738255035,1.0026845637583894,-1.800518072289151,0.12048192771084842,1.0026845637583894,1.2559475218658893,0.7983490920613932,1.0445924928619512,1.9209999999999994,"« ne de nouveau » est un substitut d'evangelique, pas une traduction ; l'ecart de definition est declare et il va dans le sens d'une part plus large que celle d'Ahler et Sood"
dem_union,Union,Democratic,"traces r1 (mode description, item du GSS)",q4base,Qwen3-4B-Base,ideologie,gauche,journaliste,union1,principale,True,10.5,5.515587529976019,38.783,37.06985,40.507275,35.0,3.693619047619048,3.3333333333333335,28.283,24.5,7.031526521739131,6.345652173913044,33.267412470023984,29.484412470023983,6.345652173913044,3.693619047619048,1.718003966327694,0.9024572622025114,-3.7830000000000013,union1 demande l'appartenance du repondant ou de son conjoint ; on ne somme que les deux modalites ou le repondant lui meme est syndique
