jeu,regime,candidat,k_items,neff,bits_effectifs,bassin,top1,top1_bas,top1_haut,hasard
argyle-2023,A2 bassin N=1052,rapport jumeau/demo,12,4.313,7.655,1052,3.647211527586595,nan,nan,0.0009505703422053232
twin-2k-500,M1 items bruts = 12,B-oracle,12.0,nan,nan,2058,0.008810783482795143,nan,nan,0.00048590864917395527
twin-2k-500,M2 items effectifs = 4.31,B-oracle,6.6,nan,nan,2058,0.003148620253921991,nan,nan,0.00048590864917395527
twin-2k-500,M3 bits effectifs = 7.66,B-oracle,11.2,nan,nan,2058,0.007254136325311379,nan,nan,0.00048590864917395527
twin-2k-500,M4 entropie brute = 21.3 bits,B-oracle,15.8,nan,nan,2058,0.011515735545919049,nan,nan,0.00048590864917395527
argyle-2023,12 items bruts (bassin complet),B-oracle,12,4.313,7.655,2148,0.0011871508379888266,0.0005819366852886407,0.0018627793296089354,0.0004655493482309125
twin-2k-500,M1 items bruts = 12,controle : fraction qui passe,12.0,nan,nan,2058,1.0,nan,nan,nan
twin-2k-500,M2 items effectifs = 4.31,controle : fraction qui passe,6.6,nan,nan,2058,0.6,nan,nan,nan
twin-2k-500,M3 bits effectifs = 7.66,controle : fraction qui passe,11.2,nan,nan,2058,1.0,nan,nan,nan
twin-2k-500,M4 entropie brute = 21.3 bits,controle : fraction qui passe,15.8,nan,nan,2058,1.0,nan,nan,nan
twin-2k-500,A2 bassin N=2058 (M2 items effectifs = 4.31),rapport jumeau/demo,6.6,nan,nan,2058,2.421778883314556,nan,nan,0.00048590864917395527
twin-2k-500,A2 bassin N=1500 (M2 items effectifs = 4.31),rapport jumeau/demo,6.6,nan,nan,1500,2.613914547026316,nan,nan,0.0006666666666666666
twin-2k-500,A2 bassin N=1052 (M2 items effectifs = 4.31),rapport jumeau/demo,6.6,nan,nan,1052,2.39348384687565,nan,nan,0.0009505703422053232
argyle-2023,A2 bassin N=2058,rapport jumeau/demo,12,4.313,7.655,2058,3.3264658163897867,nan,nan,0.00048590864917395527
argyle-2023,A2 bassin N=1500,rapport jumeau/demo,12,4.313,7.655,1500,2.291067847145038,nan,nan,0.0006666666666666666
argyle-2023,A2 bassin N=1052,rapport jumeau/demo,12,4.313,7.655,1052,3.647211527586595,nan,nan,0.0009505703422053232
twin-2k-500,M1 items bruts = 12 (memes sous-ensembles),B-oracle,12.0,nan,nan,2058,0.008810783482795143,nan,nan,0.00048590864917395527
twin-2k-500,M1 items bruts = 12 (memes sous-ensembles),rapport jumeau/B-oracle,12.0,nan,nan,2058,1.9476235667755835,nan,nan,nan
twin-2k-500,M2 items effectifs = 4.31 (memes sous-ensembles),B-oracle,6.6,nan,nan,2058,0.003148620253921991,nan,nan,0.00048590864917395527
twin-2k-500,M2 items effectifs = 4.31 (memes sous-ensembles),rapport jumeau/B-oracle,6.6,nan,nan,2058,1.2622204612179437,nan,nan,nan
twin-2k-500,M3 bits effectifs = 7.66 (memes sous-ensembles),B-oracle,11.2,nan,nan,2058,0.007254136325311379,nan,nan,0.00048590864917395527
twin-2k-500,M3 bits effectifs = 7.66 (memes sous-ensembles),rapport jumeau/B-oracle,11.2,nan,nan,2058,2.9222753546910596,nan,nan,nan
twin-2k-500,M4 entropie brute = 21.3 bits (memes sous-ensembles),B-oracle,15.8,nan,nan,2058,0.011515735545919049,nan,nan,0.00048590864917395527
twin-2k-500,M4 entropie brute = 21.3 bits (memes sous-ensembles),rapport jumeau/B-oracle,15.8,nan,nan,2058,2.148418681305984,nan,nan,nan
argyle-2023,12 items bruts (meme convention ex aequo),rapport jumeau/B-oracle,12,4.313,7.655,2148,0.964805007514813,nan,nan,nan
argyle-2023,12 items bruts (bassin complet),B-oracle,12,4.313,7.655,2148,0.0013992778986206525,0.0005819366852886407,0.0018627793296089354,0.0004655493482309125
